pseudocode,state,district,block,rural_urban,lgd_vill_name,school_category,school_type,lowclass,highclass,managment,pincode,pre_primary,shift_school,resi_school,class_1_students,class_2_students,class_3_students,class_4_students,class_5_students,class_6_students,class_7_students,class_8_students,class_9_students,class_10_students,class_11_students,class_12_students,total_students,total_tch,regular,contract,part_time,total_class_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,total_boys_toilet,total_girls_toilet,desktop,laptop,tablet,internet,electricity_availability,library_availability,playground_available,structure_name,structure_status,classroom_repair_gap,has_internet,has_library
1429967,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Bilauri,1,3,1,5,5,243301,2,2,3,8,7,8,13,14,0,0,0,0,0,0,0,50,3,3,0,0,5,5,0,0,1,1,0,1,0,2,1,1,1,Primary (1–5),STANDARD,0,False,True
1018081,UTTAR PRADESH,BAREILLY,BHOJIPURA,2,,1,3,1,5,5,243202,2,2,3,4,15,15,10,10,0,0,0,0,0,0,0,54,5,0,5,0,7,7,0,0,1,1,0,0,0,1,1,2,1,Primary (1–5),STANDARD,0,True,False
5182886,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,97,243005,2,2,3,0,0,0,8,5,0,0,0,0,0,0,0,13,5,5,0,0,5,5,0,0,2,2,1,0,0,1,1,2,2,Primary (1–5),STANDARD,0,True,False
9571535,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,6,2,1,10,97,243122,1,2,3,3,1,10,16,11,10,11,4,5,5,0,0,76,7,7,0,0,12,12,0,0,0,4,4,1,0,2,1,1,1,Secondary (1–10),STANDARD,0,False,True
2302082,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Tiar Jagir,5,3,6,12,1,262406,9,2,3,0,0,0,0,0,4,10,5,52,63,45,52,231,6,6,0,0,14,8,3,3,10,12,15,0,0,1,1,1,1,Higher Secondary (6–12),STANDARD,6,True,True
5032726,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Bhoji Pura,2,3,1,8,5,243001,2,2,3,0,2,2,3,5,1,4,0,0,0,0,0,17,2,2,0,0,8,8,0,0,1,1,0,0,0,2,1,1,1,Upper Primary (1–8),STANDARD,0,False,True
5218107,UTTAR PRADESH,BAREILLY,KYARA,1,Soodanpur Mustqil,4,3,6,8,1,243302,9,2,3,0,0,0,0,0,60,42,50,0,0,0,0,152,5,5,0,0,4,3,1,0,1,1,0,0,2,1,1,1,1,Upper Primary (6–8),STANDARD,1,True,True
6368115,UTTAR PRADESH,BAREILLY,FATEHGANJ,1,Pandrikhalsa,2,3,1,8,1,243202,2,2,3,5,7,4,7,6,16,20,8,0,0,0,0,73,5,4,1,0,8,7,1,0,1,1,0,0,0,2,1,1,1,Upper Primary (1–8),STANDARD,1,False,True
2060303,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,2,3,1,8,1,243502,2,2,3,6,7,11,8,7,5,12,6,0,0,0,0,62,4,2,2,0,7,6,1,0,1,1,0,0,0,2,1,1,1,Upper Primary (1–8),STANDARD,1,False,True
3305047,UTTAR PRADESH,BAREILLY,MAJHGAWAN,1,Hafizganj,4,3,6,8,1,243001,9,2,3,0,0,0,0,0,15,28,15,0,0,0,0,58,2,2,0,0,4,2,1,1,1,1,0,0,2,2,1,1,1,Upper Primary (6–8),STANDARD,2,False,True
1590380,UTTAR PRADESH,BAREILLY,BAHERI TOWN,2,,4,3,6,8,1,243201,9,2,3,0,0,0,0,0,43,32,50,0,0,0,0,125,4,3,1,0,3,3,0,0,1,1,0,1,2,2,1,1,2,Upper Primary (6–8),STANDARD,0,False,True
7732725,UTTAR PRADESH,BAREILLY,BHADPURA,1,Kunwarpur Karimjan,2,3,1,8,1,262406,2,2,3,12,7,5,20,15,20,21,17,0,0,0,0,117,9,5,4,0,8,0,8,0,1,1,0,0,2,1,1,1,1,Upper Primary (1–8),STANDARD,8,True,True
6232341,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Taiyatpur,2,3,1,8,1,243202,2,2,3,12,16,11,12,20,12,27,17,0,0,0,0,127,9,7,2,0,8,8,0,0,2,2,0,0,2,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
8945973,UTTAR PRADESH,BAREILLY,KYARA,1,Karonda,8,3,9,10,1,243004,9,2,3,0,0,0,0,0,0,0,0,106,99,0,0,205,5,5,0,0,4,4,0,0,2,2,11,0,0,1,1,1,2,Secondary (9–10),STANDARD,0,True,True
6855911,UTTAR PRADESH,BAREILLY,SHERGARH,1,Sukatia,4,3,6,8,1,243505,9,2,3,0,0,0,0,0,21,28,14,0,0,0,0,63,3,3,0,0,4,4,0,0,1,1,0,0,1,1,1,1,1,Upper Primary (6–8),STANDARD,0,True,True
1803142,UTTAR PRADESH,BAREILLY,SHERGARH,2,,10,3,9,12,5,243505,9,2,3,0,0,0,0,0,0,0,0,88,122,122,143,475,14,14,0,0,18,18,0,0,3,3,1,2,0,1,1,1,1,Higher Secondary (9–12),STANDARD,0,True,True
3851594,UTTAR PRADESH,BAREILLY,BAHERI,1,Shakras,2,3,1,8,5,243201,1,2,3,12,8,9,13,8,15,7,12,0,0,0,0,84,7,1,0,6,11,11,0,0,2,2,1,0,0,2,1,1,1,Upper Primary (1–8),STANDARD,0,False,True
1662415,UTTAR PRADESH,BAREILLY,SHERGARH,2,,2,3,1,8,5,243505,1,2,3,44,40,32,37,29,26,16,14,0,0,0,0,238,5,1,4,0,11,11,0,0,2,2,0,0,0,2,1,1,2,Upper Primary (1–8),STANDARD,0,False,True
8140405,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Ahladpur,8,3,9,10,1,243122,9,2,3,0,0,0,0,0,0,0,0,82,61,0,0,143,6,6,0,0,4,4,0,0,2,2,3,0,0,1,1,1,2,Secondary (9–10),STANDARD,0,True,True
9694528,UTTAR PRADESH,BAREILLY,FATEHGANJ,2,,1,3,1,5,5,243501,2,2,3,19,10,6,5,8,0,0,0,0,0,0,0,48,5,5,0,0,18,18,0,0,7,8,19,1,0,1,1,1,1,Primary (1–5),STANDARD,0,True,True
1040264,UTTAR PRADESH,BAREILLY,BAHERI TOWN,2,,2,3,1,8,5,243201,2,2,3,48,70,74,44,30,51,33,32,0,0,0,0,382,11,11,0,0,10,10,0,0,2,3,2,3,2,1,1,2,1,Upper Primary (1–8),STANDARD,0,True,False
2204570,UTTAR PRADESH,BAREILLY,BHUTA,1,Mandora,5,3,6,12,5,243001,9,2,3,0,0,0,0,0,14,30,28,135,140,92,184,623,10,5,1,4,14,14,0,0,1,1,14,0,0,1,1,1,1,Higher Secondary (6–12),STANDARD,0,True,True
4193211,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,2,3,1,8,5,243001,2,2,3,6,1,6,7,2,0,0,0,0,0,0,0,22,2,1,0,1,8,8,0,0,2,2,0,0,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
6771716,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Bhoora,2,3,1,8,5,243001,2,2,3,28,48,69,49,42,34,53,24,0,0,0,0,347,8,8,0,0,8,8,0,0,2,2,2,1,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
5800844,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,4,3,6,8,4,243001,9,2,3,0,0,0,0,0,22,50,47,0,0,0,0,119,3,3,0,0,4,4,0,0,1,4,0,0,0,1,1,1,1,Upper Primary (6–8),STANDARD,0,True,True
2927473,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),1,Kachnari,1,3,1,5,1,243201,2,2,3,4,4,4,9,8,0,0,0,0,0,0,0,29,1,1,0,0,4,1,0,3,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,3,False,True
1737676,UTTAR PRADESH,BAREILLY,BHUTA,1,Dalpatpur,1,3,1,5,1,243123,2,2,3,10,8,14,18,17,0,0,0,0,0,0,0,67,4,3,1,0,5,4,0,1,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,1,True,True
9166233,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Dhantia,1,3,1,5,1,243504,2,2,3,9,12,14,16,10,0,0,0,0,0,0,0,61,3,2,1,0,2,0,2,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,2,False,True
5688411,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Raiya Nagla,1,3,1,5,1,243504,2,2,3,18,22,18,27,49,0,0,0,0,0,0,0,134,5,4,1,0,5,5,0,0,1,2,0,0,2,2,1,1,1,Primary (1–5),STANDARD,0,False,True
3844121,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Nawadia Kalyanpur,1,3,1,5,1,243503,2,2,3,29,24,19,25,37,0,0,0,0,0,0,0,134,4,3,1,0,6,1,3,2,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,5,True,True
5313882,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Manda,1,3,1,5,1,243001,2,2,3,16,18,11,16,16,0,0,0,0,0,0,0,77,5,3,2,0,5,3,0,2,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,2,True,True
9644789,UTTAR PRADESH,BAREILLY,MAJHGAWAN,1,Jaitpur Shareefpur,1,3,1,5,1,243302,2,2,3,18,16,24,37,31,0,0,0,0,0,0,0,126,4,4,0,0,6,4,0,2,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,2,True,True
5510554,UTTAR PRADESH,BAREILLY,BHADPURA,1,Keyolariya,1,3,1,5,1,262406,2,2,3,4,7,4,18,10,0,0,0,0,0,0,0,43,3,3,0,0,3,1,2,0,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,2,True,True
2541420,UTTAR PRADESH,BAREILLY,BHUTA,1,Chathia Faizoo,1,3,1,5,5,243506,2,2,3,5,13,8,12,3,0,0,0,0,0,0,0,41,2,2,0,0,5,5,0,0,1,1,0,0,0,2,1,2,2,Primary (1–5),STANDARD,0,False,False
2305727,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,5,243122,1,2,3,16,16,9,7,4,0,0,0,0,0,0,0,52,6,6,0,0,9,9,0,0,2,2,2,0,0,2,1,1,1,Primary (1–5),STANDARD,0,False,True
4441904,UTTAR PRADESH,BAREILLY,BHUTA,1,Mekpur Kala,1,3,1,5,1,243503,2,2,3,16,17,4,10,30,0,0,0,0,0,0,0,77,7,5,2,0,4,4,0,0,2,2,0,0,2,2,1,1,1,Primary (1–5),STANDARD,0,False,True
7162196,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,8,3,9,10,5,243001,9,2,3,0,0,0,0,0,0,0,0,46,26,0,0,72,6,0,6,0,2,2,0,0,5,6,0,1,0,1,1,2,1,Secondary (9–10),STANDARD,0,True,False
7581881,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,5,243003,2,2,1,36,21,10,9,3,0,0,0,0,0,0,0,79,8,0,8,0,8,8,0,0,4,4,3,0,0,2,1,2,1,Primary (1–5),STANDARD,0,False,False
1496632,UTTAR PRADESH,BAREILLY,MAJHGAWAN,1,Kundaria Faijullapur,7,3,6,10,5,243302,9,2,3,0,0,0,0,0,135,111,75,193,177,0,0,691,8,8,0,0,9,9,0,0,3,4,8,2,0,1,1,1,1,Secondary (6–10),STANDARD,0,True,True
3367892,UTTAR PRADESH,BAREILLY,BHADPURA,1,Nakti Narianpur,1,3,1,5,5,262406,2,2,3,10,1,1,4,8,0,0,0,0,0,0,0,24,5,5,0,0,6,6,0,0,1,1,0,0,0,2,2,1,1,Primary (1–5),STANDARD,0,False,True
3767431,UTTAR PRADESH,BAREILLY,MAJHGAWAN,1,Prahladpur,1,3,1,5,1,243402,2,2,3,6,8,4,13,17,0,0,0,0,0,0,0,48,5,2,3,0,5,0,3,2,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,5,False,True
9391071,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Beerpur Maqrooqa,2,3,1,8,5,243202,2,2,3,13,9,12,9,16,16,11,25,0,0,0,0,111,7,7,0,0,10,10,0,0,5,5,0,0,0,1,2,2,1,Upper Primary (1–8),STANDARD,0,True,False
6364861,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Bhaua Nagla,1,3,1,5,1,243407,2,2,3,7,1,1,6,4,0,0,0,0,0,0,0,19,2,1,1,0,5,3,0,2,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,2,False,True
6527120,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,1,243122,2,2,3,3,6,10,11,10,0,0,0,0,0,0,0,40,3,3,0,0,6,3,3,0,1,1,0,0,1,2,1,1,1,Primary (1–5),STANDARD,3,False,True
4040026,UTTAR PRADESH,BAREILLY,SHERGARH,1,Basudharan Jagir,1,3,1,5,1,243203,2,2,3,19,18,23,24,23,0,0,0,0,0,0,0,107,4,2,2,0,2,2,0,0,1,1,0,1,2,1,1,1,2,Primary (1–5),STANDARD,0,True,True
9492767,UTTAR PRADESH,BAREILLY,BHADPURA,1,Anandapur Lekhraj,1,3,1,5,1,262406,2,2,3,5,5,1,4,10,0,0,0,0,0,0,0,25,3,1,2,0,2,1,1,0,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,1,True,True
4784262,UTTAR PRADESH,BAREILLY,BHUTA,1,Bhadpura,1,3,1,5,1,243506,2,2,3,13,9,13,8,26,0,0,0,0,0,0,0,69,5,3,2,0,3,3,0,0,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,0,False,True
8681484,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Pahladpur,3,3,1,12,5,243202,1,2,3,35,47,26,19,35,24,33,24,60,52,25,30,410,22,22,0,0,24,24,0,0,2,3,40,1,0,1,3,1,1,Higher Secondary (1–12),STANDARD,0,True,True
8245090,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Karuatal,1,3,1,5,1,243001,2,2,3,16,8,9,15,12,0,0,0,0,0,0,0,60,3,3,0,0,3,3,0,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,0,False,True
8081451,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Shivpuri,1,3,1,5,1,243506,2,2,3,1,1,2,5,4,0,0,0,0,0,0,0,13,4,1,3,0,6,6,0,0,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,0,False,True
1216775,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,1,243001,2,2,3,7,15,21,44,25,0,0,0,0,0,0,0,112,2,0,2,0,5,5,0,0,1,1,0,0,0,2,1,1,2,Primary (1–5),STANDARD,0,False,True
8951294,UTTAR PRADESH,BAREILLY,BHADPURA,1,Nawadia Qassab,1,3,1,5,1,262406,2,2,3,16,5,6,19,27,0,0,0,0,0,0,0,73,4,3,1,0,4,3,0,1,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,1,False,True
9773225,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,4,3,6,8,5,243004,9,2,3,0,0,0,0,0,0,18,2,0,0,0,0,20,3,0,3,0,5,5,0,0,2,2,3,2,0,1,1,1,1,Upper Primary (6–8),STANDARD,0,True,True
3706210,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),1,Katharra,4,3,6,8,5,243203,9,2,3,0,0,0,0,0,26,6,12,0,0,0,0,44,5,2,3,0,5,5,0,0,1,1,2,0,0,1,1,1,2,Upper Primary (6–8),STANDARD,0,True,True
7113549,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Musraha,1,3,1,5,1,243301,2,2,3,13,14,8,13,13,0,0,0,0,0,0,0,61,3,2,1,0,4,4,0,0,2,2,0,0,2,2,1,1,1,Primary (1–5),STANDARD,0,False,True
7875047,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Purnapur,4,3,6,8,5,243123,9,2,3,0,0,0,0,0,30,21,15,0,0,0,0,66,3,3,0,0,3,3,0,0,1,1,0,0,0,2,1,1,1,Upper Primary (6–8),STANDARD,0,False,True
9503029,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,4,3,6,8,5,243122,9,2,1,0,0,0,0,0,17,25,23,0,0,0,0,65,4,4,0,0,3,3,0,0,2,2,1,0,0,1,1,2,2,Upper Primary (6–8),STANDARD,0,True,False
3858141,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Tanda,1,3,1,5,5,243301,2,2,3,19,15,5,11,13,0,0,0,0,0,0,0,63,6,3,3,0,4,4,0,0,1,2,1,1,0,1,1,2,1,Primary (1–5),STANDARD,0,True,False
4001659,UTTAR PRADESH,BAREILLY,RAMNAGAR,1,Beudhan Khurd,2,3,1,8,5,243301,1,2,3,19,10,21,14,29,20,10,28,0,0,0,0,151,8,8,0,0,12,12,0,0,1,1,0,0,0,2,2,1,2,Upper Primary (1–8),STANDARD,0,False,True
5452307,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,5,243001,2,2,3,15,24,25,64,50,0,0,0,0,0,0,0,178,6,3,3,0,6,6,0,0,2,2,2,0,0,1,1,1,1,Primary (1–5),STANDARD,0,True,True
5180570,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),2,,1,3,1,5,97,243203,2,2,3,10,12,23,18,24,0,0,0,0,0,0,0,87,4,3,1,0,5,5,0,0,1,3,0,0,0,1,1,2,2,Primary (1–5),STANDARD,0,True,False
4603974,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,2,3,1,8,5,243502,2,2,3,10,20,16,14,16,5,4,7,0,0,0,0,92,7,7,0,0,9,9,0,0,2,2,2,1,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
1080365,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,5,243001,2,2,3,38,42,25,24,21,0,0,0,0,0,0,0,150,5,1,4,0,5,5,0,0,1,1,0,0,0,2,1,1,1,Primary (1–5),STANDARD,0,False,True
7691247,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Bhoji Pura,2,3,1,8,5,243203,2,2,3,15,3,1,8,14,3,8,17,0,0,0,0,69,4,1,3,0,10,10,0,0,1,1,0,0,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
8928290,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,4,3,6,8,5,243001,9,2,3,0,0,0,0,0,17,12,16,0,0,0,0,45,5,5,0,0,4,4,0,0,2,2,0,1,0,1,1,1,1,Upper Primary (6–8),STANDARD,0,True,True
9751544,UTTAR PRADESH,BAREILLY,BHUTA,1,Mehtarpur Tej Singh,4,3,6,8,5,243503,9,2,1,0,0,0,0,0,27,37,7,0,0,0,0,71,6,6,0,0,5,5,0,0,1,1,0,1,1,1,1,2,1,Upper Primary (6–8),STANDARD,0,True,False
5740858,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,2,3,1,8,5,243502,1,2,3,20,19,16,5,14,38,17,16,0,0,0,0,145,10,6,4,0,10,10,0,0,2,1,8,0,0,1,1,1,2,Upper Primary (1–8),STANDARD,0,True,True
7829811,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,5,243122,1,2,3,22,17,25,24,26,0,0,0,0,0,0,0,114,5,5,0,0,5,5,0,0,2,2,1,0,0,1,1,2,2,Primary (1–5),STANDARD,0,True,False
5297744,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,5,243122,2,2,3,15,22,31,36,34,0,0,0,0,0,0,0,138,5,5,0,0,5,5,0,0,2,2,0,0,0,1,1,1,2,Primary (1–5),STANDARD,0,True,True
8446622,UTTAR PRADESH,BAREILLY,SHERGARH,1,Sahora,1,3,1,5,5,243505,2,2,3,37,49,59,50,50,0,0,0,0,0,0,0,245,9,9,0,0,8,8,0,0,2,2,0,2,0,1,2,1,1,Primary (1–5),STANDARD,0,True,True
2807340,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,97,243005,2,2,3,55,40,33,30,26,0,0,0,0,0,0,0,184,5,0,5,0,8,8,0,0,2,1,0,0,0,2,1,2,2,Primary (1–5),STANDARD,0,False,False
5078667,UTTAR PRADESH,BAREILLY,RAMNAGAR,1,Dhanora Gauree,2,3,1,8,5,243303,2,2,3,28,41,48,51,51,72,43,32,0,0,0,0,366,11,9,2,0,9,7,2,0,2,2,2,1,0,1,3,1,1,Upper Primary (1–8),STANDARD,2,True,True
9436004,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Harhar Matkali,6,3,1,10,97,243201,2,2,3,0,1,2,2,1,4,1,3,2,2,0,0,18,4,4,0,0,10,10,0,0,2,1,7,1,0,1,1,1,1,Secondary (1–10),STANDARD,0,True,True
8829341,UTTAR PRADESH,BAREILLY,BAHERI,1,Lodhipur,6,3,1,10,5,243201,2,2,3,11,27,29,24,18,33,19,22,46,48,0,0,277,6,6,0,0,10,10,0,0,4,4,1,0,0,2,1,1,1,Secondary (1–10),STANDARD,0,False,True
7873101,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Jeora Makrandpur,4,3,6,8,1,262406,9,2,3,0,0,0,0,0,28,48,38,0,0,0,0,114,7,4,0,3,5,0,4,1,1,1,2,0,2,1,1,1,1,Upper Primary (6–8),STANDARD,5,True,True
2632849,UTTAR PRADESH,BAREILLY,MAJHGAWAN,1,Khailam Dehajagir,4,3,6,8,1,243302,9,2,3,0,0,0,0,0,91,97,73,0,0,0,0,261,5,4,1,0,4,1,2,1,1,1,1,0,0,2,1,1,1,Upper Primary (6–8),STANDARD,3,False,True
7334571,UTTAR PRADESH,BAREILLY,BHUTA,1,Mandora,4,3,6,8,1,243503,9,2,3,0,0,0,0,0,8,34,11,0,0,0,0,53,2,2,0,0,3,2,1,0,1,1,0,0,0,2,1,1,1,Upper Primary (6–8),STANDARD,1,False,True
4776945,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,4,3,6,8,5,243502,9,2,3,0,0,0,0,0,15,17,12,0,0,0,0,44,3,3,0,0,5,5,0,0,1,1,0,1,1,2,1,1,1,Upper Primary (6–8),STANDARD,0,False,True
2164101,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Khanjanpur Khanjania,4,3,6,8,1,262406,9,2,3,0,0,0,0,0,29,39,33,0,0,0,0,101,7,4,1,2,5,0,4,1,1,1,0,0,2,2,1,1,1,Upper Primary (6–8),STANDARD,5,False,True
1048014,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Urla Jagir,4,3,6,8,1,243003,9,2,3,0,0,0,0,0,119,133,116,0,0,0,0,368,11,9,0,2,6,0,5,1,2,2,0,0,2,2,1,1,2,Upper Primary (6–8),STANDARD,6,False,True
6511570,UTTAR PRADESH,BAREILLY,BHUTA,1,Inayatpur,8,3,9,10,1,243001,9,2,3,0,0,0,0,0,0,0,0,67,68,0,0,135,4,4,0,0,4,3,1,0,2,2,7,0,0,1,1,1,2,Secondary (9–10),STANDARD,1,True,True
4946397,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Bhairpur Khajuria,2,3,1,8,1,243202,2,2,3,15,12,10,25,44,102,116,79,0,0,0,0,403,14,10,4,0,18,12,2,4,3,3,3,0,2,1,1,1,1,Upper Primary (1–8),STANDARD,6,True,True
2523916,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Bhagwanpur Kundan,2,3,1,8,1,243506,2,2,3,43,20,24,69,72,93,74,64,0,0,0,0,459,18,10,7,1,8,5,0,3,2,2,0,0,2,1,1,1,1,Upper Primary (1–8),STANDARD,3,True,True
1687950,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Chandua Chamraua,4,3,6,8,1,243407,9,2,3,0,0,0,0,0,17,12,12,0,0,0,0,41,2,2,0,0,4,4,0,0,1,1,0,0,2,2,1,1,2,Upper Primary (6–8),STANDARD,0,False,True
9839943,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Dandia,4,3,6,8,1,243122,9,2,3,0,0,0,0,0,33,27,28,0,0,0,0,88,3,3,0,0,4,1,0,3,3,2,0,0,2,2,1,1,1,Upper Primary (6–8),STANDARD,3,False,True
7224008,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),1,Bahadurganj,2,3,1,8,5,243201,2,2,3,14,15,23,27,13,13,9,7,0,0,0,0,121,6,0,6,0,12,12,0,0,2,2,0,0,0,2,2,1,1,Upper Primary (1–8),STANDARD,0,False,True
7776959,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),1,Gargaiya,4,3,6,8,1,243203,9,2,3,0,0,0,0,0,23,40,24,0,0,0,0,87,3,3,0,0,5,5,0,0,1,1,3,0,2,1,1,1,2,Upper Primary (6–8),STANDARD,0,True,True
4819825,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Hafiz Ganj,2,3,1,8,1,243407,2,2,3,24,30,15,56,53,53,68,36,0,0,0,0,335,11,9,2,0,9,9,0,0,2,2,0,1,2,2,1,1,1,Upper Primary (1–8),STANDARD,0,False,True
7837741,UTTAR PRADESH,BAREILLY,BAHERI,1,Itavadhura,1,3,1,5,1,243201,2,2,3,34,24,25,35,34,0,0,0,0,0,0,0,152,7,3,4,0,5,5,0,0,1,2,0,1,2,2,1,1,2,Primary (1–5),STANDARD,0,False,True
1249342,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Katsari,2,3,1,8,5,243301,1,2,3,48,55,68,39,62,67,55,49,0,0,0,0,443,14,14,0,0,10,10,0,0,5,4,1,1,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
1615094,UTTAR PRADESH,BAREILLY,BHUTA,1,Khardaha Gajnera,1,3,1,5,1,243503,2,2,3,5,6,2,7,6,0,0,0,0,0,0,0,26,4,2,2,0,3,3,0,0,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,0,False,True
2501472,UTTAR PRADESH,BAREILLY,BHUTA,1,Bhagwatipur Rajaram,1,3,1,5,1,243123,2,2,3,14,6,18,15,22,0,0,0,0,0,0,0,75,4,4,0,0,3,1,0,2,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,2,False,True
8196619,UTTAR PRADESH,BAREILLY,RAMNAGAR,1,Udaybhanpur Urf Anandpur,1,3,1,5,1,243303,2,2,3,30,39,31,27,39,0,0,0,0,0,0,0,166,6,3,3,0,5,5,0,0,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,0,False,True
2348073,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Rahpura Karim Bux,1,3,1,5,1,243202,2,2,3,13,19,13,13,19,0,0,0,0,0,0,0,77,5,3,2,0,4,1,3,0,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,3,True,True
2262645,UTTAR PRADESH,BAREILLY,BAHERI,1,Ambarpur,1,3,1,5,1,243505,2,2,3,1,0,4,1,2,0,0,0,0,0,0,0,8,2,2,0,0,3,2,1,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,1,False,True
8636128,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Ambarpur,1,3,1,5,1,243504,2,2,3,16,6,10,15,22,0,0,0,0,0,0,0,69,2,2,0,0,5,2,1,2,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,3,False,True
9216344,UTTAR PRADESH,BAREILLY,BAHERI,1,Daiya Bojh,1,3,1,5,1,243201,2,2,3,7,3,4,6,2,0,0,0,0,0,0,0,22,2,1,1,0,3,2,0,1,1,1,0,1,2,1,1,1,1,Primary (1–5),STANDARD,1,True,True
